"UA.com","UA.ind","UA.sin","UA.mul","UA.vac","PA.com","PA.ind","PA.sin","PA.mul","PA.vac","OA"
0.515463917525773,7.43494423791822,0.985221674876847,24.6089676746611,100,3.03030303030303,41.6666666666667,5.26315789473684,41.696113074205,69.13111458566,64.5492582731076
1.06382978723404,9.74096060442526,0,0,0,0.453857791225416,86.7788461538462,0,0.148551621688537,15.5402496771416,6.57573841568061
9.85663082437276,61.1650485436893,16.1290322580645,82.8240878077722,100,46.218487394958,44.2105263157895,16.8067226890756,89.030612244898,83.7618403247632,82.7848789774272
10.7142857142857,89.1770011273957,64.0394088669951,96.2125063548551,100,5.08474576271187,98.3830845771144,75.1445086705202,99.8417304141388,93.2228915662651,95.7898612986375
2.45535714285714,11.8796404845643,2.97397769516729,53.8844149692089,100,4.78260869565217,31.6008316008316,6.50406504065041,54.8457087753134,58.6618650492798,52.4857300681274
12.7970749542962,36.7673179396092,12.9277566539924,80.8166620992053,100,40,55.9459459459459,21.5189873417722,88.7985546522132,75.6169069142438,78.2924725883947
20.5128205128205,88.6389201349831,37.3239436619718,96.0430753819184,100,12.6984126984127,98.6232790988736,70.6666666666667,98.2829318298309,91.4057885410514,94.3614457831325
17.3961840628507,56.3819095477387,13.4328358208955,79.6249714155042,100,63.5245901639344,71.1928934010152,11.8032786885246,86.7247820672478,72.4824355971897,76.1691955934317
88.0794701986755,91.64265129683,53.3582089552239,95.8675799086758,100,67.1717171717172,97.7459016393443,72.5888324873096,99.8098407416211,92.1954125707477,95.400111919418
49.2753623188406,96.5779467680608,60.8910891089109,99.3906897392152,100,64.1509433962264,99.6078431372549,78.343949044586,99.877541023757,96.4775561097257,97.9462504400892
8.39160839160839,41.2719013627515,21.6981132075472,78.7730061349693,100,13.2841328413284,76.7189384800965,30.1837270341207,86.5423500337003,67.9771579178564,73.7625178826896
75.7396449704142,88.8073394495413,61.8421052631579,95.7892366584103,100,52.6748971193416,97.4823766364552,77.0491803278689,99.0684676292501,93.0827067669173,94.8785580833058
52.1739130434783,96.7588179218303,68.1159420289855,98.8549618320611,100,85.7142857142857,99.6074582924436,70.6766917293233,99.7352587244284,96.6281610989697,98.0154097595144
54.6511627906977,98.4942426926484,58.9430894308943,98.6030025020851,100,91.0852713178295,99.1971454058876,45.8860759493671,99.4741270509045,95.3187557745611,96.0808580858086
100,100,100,100,100,100,100,100,100,100,100
0,0,0,0,0,0,0,0,0,0,0
